순번(No),광고회사,주소,전화번호
1309,알바트로스픽쳐스 주식회사,대전광역시 서구 도안북로93번길 20-5  (도안동)201호,042-719-8456
1310,주식회사 미디언스,"서울특별시 강남구 삼성로95길 6 , 5층 (삼성동)",02-6949-5939
1311,주식회사 먼프,"서울특별시 강남구 도산대로8길 23  , 4층(논현동)",070-8095-1248
1312,(주)스웨이브에스엘,"서울특별시 강남구 학동로 342 815호  (논현동, 에스케이 허브블루)",02-537-0872
1313,(주)피알프로모션,부산광역시 금정구 체육공원로 596  (두구동),051-518-2777
1314,주식회사 인덱스메이커,"서울특별시 성동구 아차산로17길 49  (성수동2가, 생각공장 데시앙플렉스)",
1315,주식회사 디사이드컴즈,"서울특별시 금천구 가산디지털1로 171  (가산동, 에스케이브이원센터)",
1316,(주)나스미디어,"서울특별시 강남구 도곡로1길 14  (역삼동, 삼일프라자오피스텔 3,4,5층)",02-2188-7345
1317,(주)리드앰,서울특별시 강남구 영동대로 302 6층 케이78 (삼성동 미켈란107),
1318,주식회사 루브이엔엠,"서울특별시 광진구 광나루로 361  (군자동, 광진 동양파라곤 1단지)",02-525-7454
1319,주식회사 웹플레이,"서울특별시 구로구 디지털로 273  4층 406호(구로동,에이스트윈타워2차)",070-8209-4275
1320,주식회사 클래닛,"경기도 성남시 분당구 대왕판교로 670 , 비동 1001호(삼평동)",
1321,주식회사 데이드,"서울특별시 강남구 봉은사로49길 22 , 더에스엠씨빌딩 2층(논현동)",070-5099-5359
1322,에이플래닛 엔터테인먼트 주식회사,서울특별시 강남구 봉은사로57길 6  (삼성동) 5층 501호,02-6080-5596
1323,스마일드래곤주식회사,경기도 고양시 일산동구 백마로 195  (장항동) SK엠시티타워 일반동 13F,031-1877-6533
1324,주식회사 아우스월드와이드,서울특별시 중구 다산로18길 15  (신당동) 정수빌딩 3층,
1325,주식회사 씨피그룹,서울특별시 서대문구 충정로 53  (충정로2가) 1311호,070-7418-4573
1326,주식회사 픽스유,"서울특별시 강남구 논현로 404, 4층 3-1호 (역삼동,정안빌딩)",02-553-2107
1327,주식회사 미디어크리에이티비티,"서울특별시 강남구 도산대로81길 69  (청담동, 청담매스터빌) 402호(청담동)",02-544-7634
1328,주식회사 써니기획,인천광역시 부평구 주부토로 236  (갈산동) 인천광역시 부평구 갈산동 94 인천테크노밸리 U1센터,032-2390-0414
1329,(주)엘리,"울산광역시 남구 화합로102번길 5 ,5층 (삼산동)",180-0947-6
1330,주식회사 어니스트컴퍼니,"경기도 고양시 덕양구 향기로 182 , 티201호, 티202호 (향동동)",02-335-8008
1331,주식회사 아엠로,"서울특별시 서초구 양재천로 111  (양재동), 4층(양재동, 경훈빌딩)",02-521-6612
1332,주식회사 어반패스트,서울특별시 송파구 오금로18길 5  (송파동) 202호,
1333,주식회사 낙낙컴퍼니,서울특별시 강서구 마곡중앙6로 45  (마곡동) A동6층 610-C26호,02-6952-2026
1334,주식회사 아이알컴즈,"서울특별시 강남구 논현로149길 47  (논현동) 3층(논현동,승영빌딩)",02-546-9963
1335,(주)언프레임커뮤니케이션,"서울특별시 성동구 연무장13길 9  (성수동2가,아이템플) 7306호 ",02-6212-2129
1336,주식회사 디비커뮤니케이션즈,서울특별시 강남구 테헤란로 432  (대치동) DB금융센터 24층,02-3484-1506
1337,주식회사 투래빗츠,서울특별시 용산구 이태원로 199  (이태원동) 3층,
1338,주식회사 바론,충청북도 청주시 서원구 남이면 2순환로 1651 1층,043-263-6743
1339,주식회사 퍼플커머스,"서울특별시 서초구 양재천로13길 21  (양재동) 301호(양재동,영인필딩)",02-575-8128
1340,주식회사 오름아이엠씨,"서울특별시 서초구 사임당로 32  (서초동) 10층(서초동, 재우빌딩)",070-4335-2250
1341,주식회사 더블유에스미디어,서울특별시 서초구 방배중앙로 175  (방배동) 대원빌딩 302호,070-8666-2028
1342,주식회사 바즈인터내셔널,"서울특별시 강남구 학동로 343  (논현동) 8층(논현동, 포바강남타워)",02-6223-1195
1343,주식회사 엔와이앤코,서울특별시 강남구 강남대로 382 18층 1836호 (역삼동),02-722-4499
1344,주식회사 원트라이,"서울특별시 마포구 매봉산로 31  (상암동) 7층(상암동, S-PLEX CENTER)",
1345,(주)해피플래닛,충청북도 청주시 서원구 현도면 선동2길 220 (주)해피플레닛,
1346,주식회사 망고스틴그룹,"서울특별시 용산구 원효로90길 11  (원효로1가, 용산더프라임) 1601호",
1347,주식회사 인컴애드,서울특별시 마포구 동교로16길 12  (서교동) 5층,02-362-9500
1348,유니온네트워크코리아 주식회사,서울특별시 중구 세종대로 73  (서소문동) 태평로빌딩 27층,02-6003-1383
1349,주식회사 미디어레인크리에이트,경기도 고양시 덕양구 청초로 66  (덕은동) 덕은리버워크 B동 611호,02-455-1925
1350,주식회사 닥터테드,"서울특별시 강서구 화곡로 371 4층(등촌동,경향교회선교관)",02-1800-2013
1351,(주)오로지스튜디오,광주광역시 동구 백서로 177  (서석동) 2층,062-714-2484
1352,주식회사 피어스크리에이티브컴퍼니,서울특별시 강남구 도산대로26길 18 5층 (논현동),02-6959-5535
1353,주식회사 이노바인코리아,서울특별시 강남구 논현로149길 67-7 명은빌딩 (논현동),
1354,주식회사 스튜디오좋,서울특별시 강남구 도산대로 150 7층 (논현동),
1355,(주)이로운기업,경상남도 창원시 의창구 차룡로48번길 44  (팔용동) 스마트업타워 904호,055-296-8379
1356,(주)애드코러스,서울특별시 강남구 언주로 601 삼정빌딩 13층 (논현동),02-512-3227
1357,(주)래몽래인,서울특별시 강남구 학동로25길 19 밸런스빌딩 (논현동),
1358,인크로스 주식회사,"서울특별시 관악구 남부순환로 1926 경동제약빌딩 5,8층 (봉천동)",02-3475-2717
1359,주식회사 스튜디오런랩,서울특별시 용산구 이태원로54길 16-3 3층 302호 제이케이54 (한남동),02-6080-8883
1360,주식회사 커넥터스커뮤니케이션,"서울특별시 송파구 올림픽로 336 1610호 (방이동, 대우유토피아오피스텔)",02-3443-9241
1361,(주)케이브로콘텐츠,"부산광역시 해운대구 센텀3로 26  2308호(우동, 센텀스퀘어)",051-0000-0000
1362,주식회사 모비데이즈,"서울특별시 강남구 언주로 417 지하1층-8층 (역삼동, 더체크타워)",
1363,주식회사 오벨리스크,대구광역시 북구 대현로 100  (대현동) 3층 301호,053-219-5788
1364,주식회사 11마리의낭만고양이,대구광역시 수성구 지범로 163  (지산동)6층,053-287-7544
1365,(주)에이치피기획,"부산광역시 동구 중앙대로 328 801호 (초량동, 금산빌딩)",051-1533-6464
1366,아주공감 주식회사,전라남도 여수시 대평길 58  (해산동) 2층,061-921-5500
1367,주식회사 전주궁리,전북특별자치도 전주시 덕진구 만성중앙로 11  (만성동) 현목빌딩 502호,063-212-9331
1368,주식회사 이펙트원,서울특별시 마포구 동교로12길 38 9층 (서교동) ,
1369,주식회사 베스트초이스아이앤씨,경기도 성남시 분당구 탄천상로 164 B동 724호 (구미동),02-6425-0202
1370,(주)이지엠앤씨,울산광역시 남구 삼산로 169  씨에스타워 6-15층(달동),052-716-5100
1371,주식회사 피에스마케팅,서울특별시 서초구 서초대로 398 4층 405호 (서초동),070-4570-8189
1372,(주)더베이컨,서울특별시 강남구 논현로149길 13-5 2층 (논현동),02-6203-7435
1373,(주)미디어행복,"경기도 고양시 일산서구 킨텍스로 255  (대화동, 일산 디엠시티 스카이뷰) 104동 1310호",031-0000-0000
1374,주식회사 캐스팅에너지,서울특별시 강남구 도산대로26길 29 4층 (논현동),02-6053-5773
1375,주식회사 아이브코리아,서울특별시 광진구 천호대로110길 7 4층 (능동),
1376,주식회사 모두의동물,"경기도 성남시 분당구 탄천상로 164 비동724호 (구미동, 시그마2오피스텔)",02-6425-0202
1377,주식회사 씨제이더블유글로벌,"서울특별시 강남구 선릉로134길 7 , 1층,지하1층 (청담동)",
1378,주식회사 에파애드,대구광역시 중구 달구벌대로440길 9-12  (대봉동)2층,
1379,주식회사 올더플러스,서울특별시 마포구 연희로 11 에스-525호 (동교동),
1380,주식회사 와이드컴바인,서울특별시 마포구 잔다리로 48 3층 3149호 (서교동),
1381,(주)디플랜360,서울특별시 강남구 테헤란로 443 11층 (삼성동),02-2039-1884
1382,(주)피엘생활건강,경상남도 창원시 의창구 팔용로439번길 22  (팔용동),055-2237-223
1383,주식회사 노무브노워크,서울특별시 강남구 선릉로121길 15 501호 (논현동),
1384,마인드노크 주식회사,서울특별시 관악구 남부순환로 1926 5층 (봉천동),
1385,주식회사 디피플래닝,"서울특별시 구로구 디지털로 272 10층 07호 (구로동, 한신아이티타워)",
1386,주식회사 오르다,"경기도 고양시 일산동구 호수로 340-28 ,220호 (백석동, 비잔티움2단지)",
1387,주식회사 시몬스디자인스튜디오,"서울특별시 강남구 학동로11길 56 , 5층 (논현동)",
1388,주식회사 참컴,"서울특별시 강남구 삼성로122길 37 , 2층(삼성동)",02-2261-0656
1389,주식회사 플레이디,"경기도 성남시 분당구 황새울로359번길 11 (서현동, 미래에셋플레이스)",031-696-7022
1390,주식회사 디지털트리니티,"서울특별시 용산구 서빙고로 17 , 24층 (한강로3가, 센트럴파크타워)",
1391,주식회사 미디어블커뮤니케이션,"서울특별시 강남구 영동대로 602 , 6층 피223호 (삼성동, 삼성동 미켈란 107)",
1392,주식회사 샐러드랩,"서울특별시 강남구 테헤란로78길 14-11 ,8층 (대치동, 돌채타워)",
1393,주식회사 뉴에이디,"서울특별시 마포구 삼개로 38 , 제이에이상가동 3층 11호(도화동, 도화3지구우성아파트)",070-4246-5754
1394,화성이엔에이(주),대구광역시 수성구 수성로 256  (중동)3층,053-766-2471
1395,주식회사 하이미디어컴퍼니,"서울특별시 강서구 강서로47길 165 ,901-541호 (내발산동, 신원메디칼프라자)",
